kodeKec,kodeKecDagri,namaKec,kodeKabKot,kodeKabKotDagri,namaKabKot,kodeProv,kodeProvDagri,namaProv
060611,110507,ARONGAN LAMBALEK,060600,1105,KAB. ACEH BARAT,060000,11,ACEH
060610,110506,BUBON,060600,1105,KAB. ACEH BARAT,060000,11,ACEH
060605,110501,JOHAN PAHLAWAN,060600,1105,KAB. ACEH BARAT,060000,11,ACEH
060608,110502,KAWAY XVI,060600,1105,KAB. ACEH BARAT,060000,11,ACEH
060612,110509,MEUREUBO,060600,1105,KAB. ACEH BARAT,060000,11,ACEH
060613,110508,PANTEE CEUREUMEN,060600,1105,KAB. ACEH BARAT,060000,11,ACEH
060616,110512,PANTON REU,060600,1105,KAB. ACEH BARAT,060000,11,ACEH
060606,110505,SAMATIGA,060600,1105,KAB. ACEH BARAT,060000,11,ACEH
060609,110503,SUNGAI MAS,060600,1105,KAB. ACEH BARAT,060000,11,ACEH
060607,110504,WOYLA,060600,1105,KAB. ACEH BARAT,060000,11,ACEH
060614,110510,WOYLA BARAT,060600,1105,KAB. ACEH BARAT,060000,11,ACEH
060615,110511,WOYLA TIMUR,060600,1105,KAB. ACEH BARAT,060000,11,ACEH
061706,111206,BABAHROT,061700,1112,KAB. ACEH BARAT DAYA,060000,11,ACEH
061703,111201,BLANGPIDIE,061700,1112,KAB. ACEH BARAT DAYA,060000,11,ACEH
061709,111208,JEUMPA,061700,1112,KAB. ACEH BARAT DAYA,060000,11,ACEH
061705,111205,KUALA BATEE,061700,1112,KAB. ACEH BARAT DAYA,060000,11,ACEH
061707,111209,LEMBAH SABIL,061700,1112,KAB. ACEH BARAT DAYA,060000,11,ACEH
061701,111203,MANGGENG,061700,1112,KAB. ACEH BARAT DAYA,060000,11,ACEH
061708,111207,SETIA,061700,1112,KAB. ACEH BARAT DAYA,060000,11,ACEH
061704,111204,SUSOH,061700,1112,KAB. ACEH BARAT DAYA,060000,11,ACEH
061702,111202,TANGAN-TANGAN,061700,1112,KAB. ACEH BARAT DAYA,060000,11,ACEH
060118,110620,BAITUSSALAM,060100,1106,KAB. ACEH BESAR,060000,11,ACEH
060123,110623,BLANG BINTANG,060100,1106,KAB. ACEH BESAR,060000,11,ACEH
060111,110607,DARUL IMARAH,060100,1106,KAB. ACEH BESAR,060000,11,ACEH
060122,110619,DARUL KAMAL,060100,1106,KAB. ACEH BESAR,060000,11,ACEH
060106,110612,DARUSSALAM,060100,1106,KAB. ACEH BESAR,060000,11,ACEH
060103,110603,INDRAPURI,060100,1106,KAB. ACEH BESAR,060000,11,ACEH
060109,110610,INGIN JAYA,060100,1106,KAB. ACEH BESAR,060000,11,ACEH
060117,110615,KOTA JANTHO,060100,1106,KAB. ACEH BESAR,060000,11,ACEH
060119,110621,KRUNG BARONA JAYA,060100,1106,KAB. ACEH BESAR,060000,11,ACEH
060107,110611,KUTA BARO,060100,1106,KAB. ACEH BESAR,060000,11,ACEH
060121,110616,KUTA COT GLIE,060100,1106,KAB. ACEH BESAR,060000,11,ACEH
060115,110617,KUTA MALAKA,060100,1106,KAB. ACEH BESAR,060000,11,ACEH
060116,110614,LEMBAH SEULAWAH,060100,1106,KAB. ACEH BESAR,060000,11,ACEH
060114,110622,LEUPUNG,060100,1106,KAB. ACEH BESAR,060000,11,ACEH
060102,110602,LHOKNGA,060100,1106,KAB. ACEH BESAR,060000,11,ACEH
060101,110601,LHOONG,060100,1106,KAB. ACEH BESAR,060000,11,ACEH
060105,110609,MESJID RAYA,060100,1106,KAB. ACEH BESAR,060000,11,ACEH
060108,110605,MONTASIK,060100,1106,KAB. ACEH BESAR,060000,11,ACEH
060112,110608,PEUKAN BADA,060100,1106,KAB. ACEH BESAR,060000,11,ACEH
060113,110613,PULO ACEH,060100,1106,KAB. ACEH BESAR,060000,11,ACEH
060104,110604,SEULIMEUM,060100,1106,KAB. ACEH BESAR,060000,11,ACEH
060120,110618,SIMPANG TIGA,060100,1106,KAB. ACEH BESAR,060000,11,ACEH
060110,110606,SUKA MAKMUR,060100,1106,KAB. ACEH BESAR,060000,11,ACEH
061608,111408,DARUL HIKMAH,061600,1114,KAB. ACEH JAYA,060000,11,ACEH
061607,111407,INDRA JAYA,061600,1114,KAB. ACEH JAYA,060000,11,ACEH
061605,111405,JAYA,061600,1114,KAB. ACEH JAYA,060000,11,ACEH
061602,111402,KRUENG SABEE,061600,1114,KAB. ACEH JAYA,060000,11,ACEH
061606,111406,PANGA,061600,1114,KAB. ACEH JAYA,060000,11,ACEH
061609,111409,PASIE RAYA,061600,1114,KAB. ACEH JAYA,060000,11,ACEH
061604,111404,SAMPOINIET,061600,1114,KAB. ACEH JAYA,060000,11,ACEH
061603,111403,SETIA BAKTI,061600,1114,KAB. ACEH JAYA,060000,11,ACEH
061601,111401,TEUNOM,061600,1114,KAB. ACEH JAYA,060000,11,ACEH
060702,110101,BAKONGAN,060700,1101,KAB. ACEH SELATAN,060000,11,ACEH
060713,110115,BAKONGAN TIMUR,060700,1101,KAB. ACEH SELATAN,060000,11,ACEH
060703,110103,KLUET SELATAN,060700,1101,KAB. ACEH SELATAN,060000,11,ACEH
060714,110113,KLUET TENGAH,060700,1101,KAB. ACEH SELATAN,060000,11,ACEH
060712,110114,KLUET TIMUR,060700,1101,KAB. ACEH SELATAN,060000,11,ACEH
060704,110102,KLUET UTARA,060700,1101,KAB. ACEH SELATAN,060000,11,ACEH
060717,110117,KOTA BAHAGIA,060700,1101,KAB. ACEH SELATAN,060000,11,ACEH
060709,110104,LABUHAN HAJI,060700,1101,KAB. ACEH SELATAN,060000,11,ACEH
060715,110112,LABUHAN HAJI BARAT,060700,1101,KAB. ACEH SELATAN,060000,11,ACEH
060716,110111,LABUHAN HAJI TIMUR,060700,1101,KAB. ACEH SELATAN,060000,11,ACEH
060708,110105,MEUKEK,060700,1101,KAB. ACEH SELATAN,060000,11,ACEH
060710,110110,PASIE RAJA,060700,1101,KAB. ACEH SELATAN,060000,11,ACEH
060706,110106,SAMADUA,060700,1101,KAB. ACEH SELATAN,060000,11,ACEH
060707,110107,SAWANG,060700,1101,KAB. ACEH SELATAN,060000,11,ACEH
060705,110108,TAPAK TUAN,060700,1101,KAB. ACEH SELATAN,060000,11,ACEH
060701,110109,TRUMON,060700,1101,KAB. ACEH SELATAN,060000,11,ACEH
060718,110118,TRUMON TENGAH,060700,1101,KAB. ACEH SELATAN,060000,11,ACEH
060711,110116,TRUMON TIMUR,060700,1101,KAB. ACEH SELATAN,060000,11,ACEH
061307,111011,DANAU PARIS,061300,1110,KAB. ACEH SINGKIL,060000,11,ACEH
061306,111006,GUNUNG MARIAH,061300,1110,KAB. ACEH SINGKIL,060000,11,ACEH
061317,111014,KUALA BARU,061300,1110,KAB. ACEH SINGKIL,060000,11,ACEH
061312,111009,KUTA BAHARU,061300,1110,KAB. ACEH SINGKIL,060000,11,ACEH
061301,111001,PULAU BANYAK,061300,1110,KAB. ACEH SINGKIL,060000,11,ACEH
061318,111016,PULAU BANYAK BARAT,061300,1110,KAB. ACEH SINGKIL,060000,11,ACEH
061303,111002,SIMPANG KANAN,061300,1110,KAB. ACEH SINGKIL,060000,11,ACEH
061302,111004,SINGKIL,061300,1110,KAB. ACEH SINGKIL,060000,11,ACEH
061305,111010,SINGKIL UTARA,061300,1110,KAB. ACEH SINGKIL,060000,11,ACEH
061313,111013,SINGKOHOR,061300,1110,KAB. ACEH SINGKIL,060000,11,ACEH
061308,111012,SURO MAKMUR,061300,1110,KAB. ACEH SINGKIL,060000,11,ACEH
061412,111609,BANDA MULYA,061400,1116,KAB. ACEH TAMIANG,060000,11,ACEH
061413,111610,BANDAR PUSAKA,061400,1116,KAB. ACEH TAMIANG,060000,11,ACEH
061405,111602,BENDAHARA,061400,1116,KAB. ACEH TAMIANG,060000,11,ACEH
061406,111603,KARANG BARU,061400,1116,KAB. ACEH TAMIANG,060000,11,ACEH
061402,111606,KEJURUAN MUDA,061400,1116,KAB. ACEH TAMIANG,060000,11,ACEH
061403,111605,KUALASIMPANG,061400,1116,KAB. ACEH TAMIANG,060000,11,ACEH
061407,111601,MANYAK PAYED,061400,1116,KAB. ACEH TAMIANG,060000,11,ACEH
061408,111608,RANTAU,061400,1116,KAB. ACEH TAMIANG,060000,11,ACEH
061415,111612,SEKERAK,061400,1116,KAB. ACEH TAMIANG,060000,11,ACEH
061404,111604,SERUWAY,061400,1116,KAB. ACEH TAMIANG,060000,11,ACEH
061401,111607,TAMIANG HULU,061400,1116,KAB. ACEH TAMIANG,060000,11,ACEH
061414,111611,TENGGULUN,061400,1116,KAB. ACEH TAMIANG,060000,11,ACEH
060525,110418,ATU LINTANG,060500,1104,KAB. ACEH TENGAH,060000,11,ACEH
060505,110403,BEBESEN,060500,1104,KAB. ACEH TENGAH,060000,11,ACEH
060527,110420,BIES,060500,1104,KAB. ACEH TENGAH,060000,11,ACEH
060502,110408,BINTANG,060500,1104,KAB. ACEH TENGAH,060000,11,ACEH
060514,110413,CELALA,060500,1104,KAB. ACEH TENGAH,060000,11,ACEH
060526,110419,JAGONG JEGET,060500,1104,KAB. ACEH TENGAH,060000,11,ACEH
060522,110411,KEBAYAKAN,060500,1104,KAB. ACEH TENGAH,060000,11,ACEH
060513,110410,KETOL,060500,1104,KAB. ACEH TENGAH,060000,11,ACEH
060512,110412,KUTE PANANG,060500,1104,KAB. ACEH TENGAH,060000,11,ACEH
060524,110417,LAUT TAWAR,060500,1104,KAB. ACEH TENGAH,060000,11,ACEH
060501,110401,LINGE,060500,1104,KAB. ACEH TENGAH,060000,11,ACEH
060504,110407,PEGASING,060500,1104,KAB. ACEH TENGAH,060000,11,ACEH
060528,110421,RUSIP ANTARA,060500,1104,KAB. ACEH TENGAH,060000,11,ACEH
060506,110402,SILIH NARA,060500,1104,KAB. ACEH TENGAH,060000,11,ACEH
060807,110206,BABUL MAKMUR,060800,1102,KAB. ACEH TENGGARA,060000,11,ACEH
060811,110211,BABUL RAHMAT,060800,1102,KAB. ACEH TENGGARA,060000,11,ACEH
060804,110204,BABUSSALAM,060800,1102,KAB. ACEH TENGGARA,060000,11,ACEH
060805,110205,BADAR,060800,1102,KAB. ACEH TENGGARA,060000,11,ACEH
060803,110203,BAMBEL,060800,1102,KAB. ACEH TENGGARA,060000,11,ACEH
060809,110209,BUKIT TUSAM,060800,1102,KAB. ACEH TENGGARA,060000,11,ACEH
060806,110207,DARUL HASANAH,060800,1102,KAB. ACEH TENGGARA,060000,11,ACEH
060823,110213,DELENG POKHKISEN,060800,1102,KAB. ACEH TENGGARA,060000,11,ACEH
060822,110212,KETAMBE,060800,1102,KAB. ACEH TENGGARA,060000,11,ACEH
060801,110201,LAWE ALAS,060800,1102,KAB. ACEH TENGGARA,060000,11,ACEH
060808,110208,LAWE BULAN,060800,1102,KAB. ACEH TENGGARA,060000,11,ACEH
060802,110202,LAWE SIGALA-GALA,060800,1102,KAB. ACEH TENGGARA,060000,11,ACEH
060824,110214,LAWE SUMUR,060800,1102,KAB. ACEH TENGGARA,060000,11,ACEH
060826,110216,LUESER,060800,1102,KAB. ACEH TENGGARA,060000,11,ACEH
060810,110210,SEMADAM,060800,1102,KAB. ACEH TENGGARA,060000,11,ACEH
060825,110215,TANOH ALAS,060800,1102,KAB. ACEH TENGGARA,060000,11,ACEH
060422,110315,BANDA ALAM,060400,1103,KAB. ACEH TIMUR,060000,11,ACEH
060409,110304,BIREM BAYEUN,060400,1103,KAB. ACEH TIMUR,060000,11,ACEH
060414,110301,DARUL AMAN,060400,1103,KAB. ACEH TIMUR,060000,11,ACEH
060432,110322,DARUL FALAH,060400,1103,KAB. ACEH TIMUR,060000,11,ACEH
060429,110321,DARUL IHSAN,060400,1103,KAB. ACEH TIMUR,060000,11,ACEH
060413,110303,IDI RAYEUK,060400,1103,KAB. ACEH TIMUR,060000,11,ACEH
060431,110323,IDI TIMUR,060400,1103,KAB. ACEH TIMUR,060000,11,ACEH
060423,110314,IDI TUNONG,060400,1103,KAB. ACEH TIMUR,060000,11,ACEH
060425,110313,INDRA MAKMUR,060400,1103,KAB. ACEH TIMUR,060000,11,ACEH
060416,110302,JULOK,060400,1103,KAB. ACEH TIMUR,060000,11,ACEH
060426,110312,MADAT,060400,1103,KAB. ACEH TIMUR,060000,11,ACEH
060415,110306,NURUSSALAM,060400,1103,KAB. ACEH TIMUR,060000,11,ACEH
060417,110311,PANTE BEUDARI,060400,1103,KAB. ACEH TIMUR,060000,11,ACEH
060424,110316,PEUDAWA,060400,1103,KAB. ACEH TIMUR,060000,11,ACEH
060430,110324,PEUNARON,060400,1103,KAB. ACEH TIMUR,060000,11,ACEH
060411,110307,PEUREULAK,060400,1103,KAB. ACEH TIMUR,060000,11,ACEH
060421,110318,PEUREULAK BARAT,060400,1103,KAB. ACEH TIMUR,060000,11,ACEH
060420,110317,PEUREULAK TIMUR,060400,1103,KAB. ACEH TIMUR,060000,11,ACEH
060410,110308,RANTAU SELAMAT,060400,1103,KAB. ACEH TIMUR,060000,11,ACEH
060412,110310,RANTO PEUREULAK,060400,1103,KAB. ACEH TIMUR,060000,11,ACEH
060408,110305,SERBA JADI,060400,1103,KAB. ACEH TIMUR,060000,11,ACEH
060428,110320,SIMPANG JERNIH,060400,1103,KAB. ACEH TIMUR,060000,11,ACEH
060418,110309,SIMPANG ULIM,060400,1103,KAB. ACEH TIMUR,060000,11,ACEH
060419,110319,SUNGAI RAYA,060400,1103,KAB. ACEH TIMUR,060000,11,ACEH
060310,110801,BAKTIYA,060300,1108,KAB. ACEH UTARA,060000,11,ACEH
060317,110819,BAKTIYA BARAT,060300,1108,KAB. ACEH UTARA,060000,11,ACEH
060329,110826,BANDA BARO,060300,1108,KAB. ACEH UTARA,060000,11,ACEH
060307,110817,COT GIREK,060300,1108,KAB. ACEH UTARA,060000,11,ACEH
060322,110802,DEWANTARA,060300,1108,KAB. ACEH UTARA,060000,11,ACEH
060328,110825,GEUREUDONG PASE,060300,1108,KAB. ACEH UTARA,060000,11,ACEH
060303,110803,KUTA MAKMUR,060300,1108,KAB. ACEH UTARA,060000,11,ACEH
060316,110818,LANGKAHAN,060300,1108,KAB. ACEH UTARA,060000,11,ACEH
060326,110823,LAPANG,060300,1108,KAB. ACEH UTARA,060000,11,ACEH
060323,110804,LHOKSUKON,060300,1108,KAB. ACEH UTARA,060000,11,ACEH
060306,110805,MATANGKULI,060300,1108,KAB. ACEH UTARA,060000,11,ACEH
060305,110807,MEURAH MULIA,060300,1108,KAB. ACEH UTARA,060000,11,ACEH
060321,110806,MUARA BATU,060300,1108,KAB. ACEH UTARA,060000,11,ACEH
060319,110821,NIBONG,060300,1108,KAB. ACEH UTARA,060000,11,ACEH
060302,110816,NISAM,060300,1108,KAB. ACEH UTARA,060000,11,ACEH
060330,110827,NISAM ANTARA,060300,1108,KAB. ACEH UTARA,060000,11,ACEH
060320,110820,PAYA BAKONG,060300,1108,KAB. ACEH UTARA,060000,11,ACEH
060327,110824,PIRAK TIMU,060300,1108,KAB. ACEH UTARA,060000,11,ACEH
060313,110808,SAMUDERA,060300,1108,KAB. ACEH UTARA,060000,11,ACEH
060301,110815,SAWANG,060300,1108,KAB. ACEH UTARA,060000,11,ACEH
060309,110809,SEUNUDDON,060300,1108,KAB. ACEH UTARA,060000,11,ACEH
060318,110822,SIMPANG KERAMAT,060300,1108,KAB. ACEH UTARA,060000,11,ACEH
060314,110810,SYAMTALIRA ARON,060300,1108,KAB. ACEH UTARA,060000,11,ACEH
060304,110811,SYAMTALIRA BAYU,060300,1108,KAB. ACEH UTARA,060000,11,ACEH
060308,110814,TANAH JAMBO AYE,060300,1108,KAB. ACEH UTARA,060000,11,ACEH
060312,110812,TANAH LUAS,060300,1108,KAB. ACEH UTARA,060000,11,ACEH
060315,110813,TANAH PASIR,060300,1108,KAB. ACEH UTARA,060000,11,ACEH
061903,111704,BANDAR,061900,1117,KAB. BENER MERIAH,060000,11,ACEH
061908,111708,BENER KELIPAH,061900,1117,KAB. BENER MERIAH,060000,11,ACEH
061902,111705,BUKIT,061900,1117,KAB. BENER MERIAH,060000,11,ACEH
061910,111710,GAJAH PUTIH,061900,1117,KAB. BENER MERIAH,060000,11,ACEH
061909,111709,MESIDAH,061900,1117,KAB. BENER MERIAH,060000,11,ACEH
061904,111702,PERMATA,061900,1117,KAB. BENER MERIAH,060000,11,ACEH
061905,111701,PINTU RIME GAYO,061900,1117,KAB. BENER MERIAH,060000,11,ACEH
061907,111703,SYIAH UTAMA,061900,1117,KAB. BENER MERIAH,060000,11,ACEH
061901,111707,TIMANG GAJAH,061900,1117,KAB. BENER MERIAH,060000,11,ACEH
061906,111706,WIH PESAM,061900,1117,KAB. BENER MERIAH,060000,11,ACEH
061210,111107,GANDA PURA,061200,1111,KAB. BIREUEN,060000,11,ACEH
061207,111110,JANGKA,061200,1111,KAB. BIREUEN,060000,11,ACEH
061206,111104,JEUMPA,061200,1111,KAB. BIREUEN,060000,11,ACEH
061203,111102,JEUNIB,061200,1111,KAB. BIREUEN,060000,11,ACEH
061205,111109,JULI,061200,1111,KAB. BIREUEN,060000,11,ACEH
061213,111113,KOTA JUANG,061200,1111,KAB. BIREUEN,060000,11,ACEH
061214,111114,KUALA,061200,1111,KAB. BIREUEN,060000,11,ACEH
061217,111117,KUTA BLANG,061200,1111,KAB. BIREUEN,060000,11,ACEH
061209,111106,MAKMUR,061200,1111,KAB. BIREUEN,060000,11,ACEH
061202,111108,PANDRAH,061200,1111,KAB. BIREUEN,060000,11,ACEH
061204,111103,PEUDADA,061200,1111,KAB. BIREUEN,060000,11,ACEH
061212,111112,PEULIMBANG,061200,1111,KAB. BIREUEN,060000,11,ACEH
061208,111105,PEUSANGAN,061200,1111,KAB. BIREUEN,060000,11,ACEH
061215,111116,PEUSANGAN SELATAN,061200,1111,KAB. BIREUEN,060000,11,ACEH
061216,111115,PEUSANGAN SIBLAH KRUENG,061200,1111,KAB. BIREUEN,060000,11,ACEH
061201,111101,SAMALANGA,061200,1111,KAB. BIREUEN,060000,11,ACEH
061211,111111,SIMPANG MAMPLAM,061200,1111,KAB. BIREUEN,060000,11,ACEH
061806,111309,BLANGJERANGO,061800,1113,KAB. GAYO LUES,060000,11,ACEH
061801,111301,BLANGKEJEREN,061800,1113,KAB. GAYO LUES,060000,11,ACEH
061809,111306,BLANG PEGAYON,061800,1113,KAB. GAYO LUES,060000,11,ACEH
061808,111308,DABUN GELANG,061800,1113,KAB. GAYO LUES,060000,11,ACEH
061802,111302,KUTAPANJANG,061800,1113,KAB. GAYO LUES,060000,11,ACEH
061810,111311,PANTAN CUACA,061800,1113,KAB. GAYO LUES,060000,11,ACEH
061805,111305,PINING,061800,1113,KAB. GAYO LUES,060000,11,ACEH
061807,111307,PUTRI BETUNG,061800,1113,KAB. GAYO LUES,060000,11,ACEH
061803,111303,RIKIT GAIB,061800,1113,KAB. GAYO LUES,060000,11,ACEH
061804,111304,TERANGUN,061800,1113,KAB. GAYO LUES,060000,11,ACEH
061811,111310,TRIPE JAYA,061800,1113,KAB. GAYO LUES,060000,11,ACEH
061503,111504,BEUTONG,061500,1115,KAB. NAGAN RAYA,060000,11,ACEH
061510,111510,BEUTONG ATEUH BANGGALAN,061500,1115,KAB. NAGAN RAYA,060000,11,ACEH
061501,111505,DARUL MAKMUR,061500,1115,KAB. NAGAN RAYA,060000,11,ACEH
061502,111501,KUALA,061500,1115,KAB. NAGAN RAYA,060000,11,ACEH
061506,111507,KUALA PESISIR,061500,1115,KAB. NAGAN RAYA,060000,11,ACEH
061504,111502,SEUNAGAN,061500,1115,KAB. NAGAN RAYA,060000,11,ACEH
061505,111503,SEUNAGAN TIMUR,061500,1115,KAB. NAGAN RAYA,060000,11,ACEH
061508,111506,SUKA MAKMUE,061500,1115,KAB. NAGAN RAYA,060000,11,ACEH
061507,111508,TADU RAYA,061500,1115,KAB. NAGAN RAYA,060000,11,ACEH
061509,111509,TRIPA MAKMUR,061500,1115,KAB. NAGAN RAYA,060000,11,ACEH
060222,110703,BATEE,060200,1107,KAB. PIDIE,060000,11,ACEH
060215,110704,DELIMA,060200,1107,KAB. PIDIE,060000,11,ACEH
060201,110705,GEUMPANG,060200,1107,KAB. PIDIE,060000,11,ACEH
060230,110729,GLUMPANG BARO,060200,1107,KAB. PIDIE,060000,11,ACEH
060207,110706,GLUMPANG TIGA,060200,1107,KAB. PIDIE,060000,11,ACEH
060227,110725,GRONG-GRONG,060200,1107,KAB. PIDIE,060000,11,ACEH
060216,110707,INDRAJAYA,060200,1107,KAB. PIDIE,060000,11,ACEH
060218,110708,KEMBANG TANJUNG,060200,1107,KAB. PIDIE,060000,11,ACEH
060231,110722,KEUMALA,060200,1107,KAB. PIDIE,060000,11,ACEH
060220,110709,KOTA SIGLI,060200,1107,KAB. PIDIE,060000,11,ACEH
060224,110727,MANE,060200,1107,KAB. PIDIE,060000,11,ACEH
060213,110711,MILA,060200,1107,KAB. PIDIE,060000,11,ACEH
060223,110712,MUARA TIGA,060200,1107,KAB. PIDIE,060000,11,ACEH
060208,110713,MUTIARA,060200,1107,KAB. PIDIE,060000,11,ACEH
060228,110724,MUTIARA TIMUR,060200,1107,KAB. PIDIE,060000,11,ACEH
060214,110714,PADANG TIJI,060200,1107,KAB. PIDIE,060000,11,ACEH
060217,110715,PEUKAN BARO,060200,1107,KAB. PIDIE,060000,11,ACEH
060221,110716,PIDIE,060200,1107,KAB. PIDIE,060000,11,ACEH
060212,110717,SAKTI,060200,1107,KAB. PIDIE,060000,11,ACEH
060219,110718,SIMPANG TIGA,060200,1107,KAB. PIDIE,060000,11,ACEH
060210,110719,TANGSE,060200,1107,KAB. PIDIE,060000,11,ACEH
060209,110721,TIRO/TRUSEB,060200,1107,KAB. PIDIE,060000,11,ACEH
060232,110731,TITEU,060200,1107,KAB. PIDIE,060000,11,ACEH
062006,111806,BANDAR BARU,062000,1118,KAB. PIDIE JAYA,060000,11,ACEH
062004,111804,BANDAR DUA,062000,1118,KAB. PIDIE JAYA,060000,11,ACEH
062003,111803,JANGKA BUYA,062000,1118,KAB. PIDIE JAYA,060000,11,ACEH
062005,111805,MEURAH DUA,062000,1118,KAB. PIDIE JAYA,060000,11,ACEH
062001,111801,MEUREUDU,062000,1118,KAB. PIDIE JAYA,060000,11,ACEH
062007,111807,PANTERAJA,062000,1118,KAB. PIDIE JAYA,060000,11,ACEH
062008,111808,TRIENGGADENG,062000,1118,KAB. PIDIE JAYA,060000,11,ACEH
062002,111802,ULIM,062000,1118,KAB. PIDIE JAYA,060000,11,ACEH
061108,110908,ALAFAN,061100,1109,KAB. SIMEULUE,060000,11,ACEH
061104,110902,SALANG,061100,1109,KAB. SIMEULUE,060000,11,ACEH
061105,110906,SIMEULUE BARAT,061100,1109,KAB. SIMEULUE,060000,11,ACEH
061110,110910,SIMEULUE CUT,061100,1109,KAB. SIMEULUE,060000,11,ACEH
061103,110901,SIMEULUE TENGAH,061100,1109,KAB. SIMEULUE,060000,11,ACEH
061102,110904,SIMEULUE TIMUR,061100,1109,KAB. SIMEULUE,060000,11,ACEH
061107,110905,TELUK DALAM,061100,1109,KAB. SIMEULUE,060000,11,ACEH
061106,110903,TEUPAH BARAT,061100,1109,KAB. SIMEULUE,060000,11,ACEH
061101,110907,TEUPAH SELATAN,061100,1109,KAB. SIMEULUE,060000,11,ACEH
061109,110909,TEUPAH TENGAH,061100,1109,KAB. SIMEULUE,060000,11,ACEH
066102,117101,BAITURRAHMAN,066100,1171,KOTA BANDA ACEH,060000,11,ACEH
066108,117107,BANDA RAYA,066100,1171,KOTA BANDA ACEH,060000,11,ACEH
066109,117108,JAYA BARU,066100,1171,KOTA BANDA ACEH,060000,11,ACEH
066103,117102,KUTA ALAM,066100,1171,KOTA BANDA ACEH,060000,11,ACEH
066105,117106,KUTA RAJA,066100,1171,KOTA BANDA ACEH,060000,11,ACEH
066107,117105,LUENG BATA,066100,1171,KOTA BANDA ACEH,060000,11,ACEH
066101,117103,MEURAXA,066100,1171,KOTA BANDA ACEH,060000,11,ACEH
066104,117104,SYIAH KUALA,066100,1171,KOTA BANDA ACEH,060000,11,ACEH
066106,117109,ULEE KARENG,066100,1171,KOTA BANDA ACEH,060000,11,ACEH
066302,117402,LANGSA BARAT,066300,1174,KOTA LANGSA,060000,11,ACEH
066305,117405,LANGSA BARO,066300,1174,KOTA LANGSA,060000,11,ACEH
066303,117403,LANGSA KOTA,066300,1174,KOTA LANGSA,060000,11,ACEH
066304,117404,LANGSA LAMA,066300,1174,KOTA LANGSA,060000,11,ACEH
066301,117401,LANGSA TIMUR,066300,1174,KOTA LANGSA,060000,11,ACEH
066203,117302,BANDA SAKTI,066200,1173,KOTA LHOKSEUMAWE,060000,11,ACEH
066201,117303,BLANG MANGAT,066200,1173,KOTA LHOKSEUMAWE,060000,11,ACEH
066202,117301,MUARA DUA,066200,1173,KOTA LHOKSEUMAWE,060000,11,ACEH
066204,117304,MUARA SATU,066200,1173,KOTA LHOKSEUMAWE,060000,11,ACEH
066001,117202,SUKAJAYA,066000,1172,KOTA SABANG,060000,11,ACEH
066002,117201,SUKAKARYA,066000,1172,KOTA SABANG,060000,11,ACEH
066003,,SUKAMAKMUE,066000,1172,KOTA SABANG,060000,11,ACEH
066405,117505,LONGKIB,066400,1175,KOTA SUBULUSSALAM,060000,11,ACEH
066402,117502,PENANGGALAN,066400,1175,KOTA SUBULUSSALAM,060000,11,ACEH
066403,117503,RUNDENG,066400,1175,KOTA SUBULUSSALAM,060000,11,ACEH
066401,117501,SIMPANG KIRI,066400,1175,KOTA SUBULUSSALAM,060000,11,ACEH
066404,117504,SULTAN DAULAT,066400,1175,KOTA SUBULUSSALAM,060000,11,ACEH
220405,510303,ABIANSEMAL,220400,5103,KAB. BADUNG,220000,51,BALI
220402,510301,KUTA,220400,5103,KAB. BADUNG,220000,51,BALI
220401,510305,KUTA SELATAN,220400,5103,KAB. BADUNG,220000,51,BALI
220403,510306,KUTA UTARA,220400,5103,KAB. BADUNG,220000,51,BALI
220404,510302,MENGWI,220400,5103,KAB. BADUNG,220000,51,BALI
220406,510304,PETANG,220400,5103,KAB. BADUNG,220000,51,BALI
220702,510602,BANGLI,220700,5106,KAB. BANGLI,220000,51,BALI
220704,510604,KINTAMANI,220700,5106,KAB. BANGLI,220000,51,BALI
220701,510601,SUSUT,220700,5106,KAB. BANGLI,220000,51,BALI
220703,510603,TEMBUKU,220700,5106,KAB. BANGLI,220000,51,BALI
220104,510804,BANJAR,220100,5108,KAB. BULELENG,220000,51,BALI
220106,510806,BULELENG,220100,5108,KAB. BULELENG,220000,51,BALI
220103,510803,BUSUNGBIU,220100,5108,KAB. BULELENG,220000,51,BALI
220101,510801,GEROKGAK,220100,5108,KAB. BULELENG,220000,51,BALI
220108,510808,KUBUTAMBAHAN,220100,5108,KAB. BULELENG,220000,51,BALI
220107,510807,SAWAN,220100,5108,KAB. BULELENG,220000,51,BALI
220102,510802,SERIRIT,220100,5108,KAB. BULELENG,220000,51,BALI
220105,510805,SUKASADA,220100,5108,KAB. BULELENG,220000,51,BALI
220109,510809,TEJAKULA,220100,5108,KAB. BULELENG,220000,51,BALI
220502,510402,BLAHBATUH,220500,5104,KAB. GIANYAR,220000,51,BALI
220503,510403,GIANYAR,220500,5104,KAB. GIANYAR,220000,51,BALI
220507,510407,PAYANGAN,220500,5104,KAB. GIANYAR,220000,51,BALI
220501,510401,SUKAWATI,220500,5104,KAB. GIANYAR,220000,51,BALI
220504,510404,TAMPAKSIRING,220500,5104,KAB. GIANYAR,220000,51,BALI
220506,510406,TEGALLALANG,220500,5104,KAB. GIANYAR,220000,51,BALI
220505,510405,UBUD,220500,5104,KAB. GIANYAR,220000,51,BALI
220205,510105,JEMBRANA,220200,5101,KAB. JEMBRANA,220000,51,BALI
